L,rate
178.65,1339.0392931586812
178.66,1338.200765632892
178.67,1337.3626758359658
178.68,1336.5250426669418
178.69,1335.6878112681545
178.7,1334.850978230784
178.71,1334.0146198437362
178.72,1333.1786799392935
178.73,1332.343118984287
178.74,1331.5080174801988
178.75,1330.6733015401298
178.76,1329.8390644722767
178.77,0
178.78,0
178.79,0
178.8,0
178.81,0
178.82,0
178.83,0
178.84,0
178.85,0
178.86,0
178.87,0
178.88,0
178.89,0
178.9,0
178.91,0
178.92,0
178.93,0
178.94,0
178.95,0
178.96,0
178.97,0
178.98,0
178.99,0
179.0,0
179.01,0
179.02,0
179.03,0
179.04,0
179.05,0
179.06,0
179.07,0
179.08,0
179.09,0
179.1,0
179.11,0
179.12,0
179.13,0
179.14,0
179.15,0
179.16,0
179.17,0
179.18,0
179.19,0
179.2,0
179.21,0
179.22,0
179.23,0
179.24,0
179.25,0
179.26,0
179.27,0
179.28,0
179.29,0
179.3,0
179.31,0
179.32,0
179.33,0
179.34,0
179.35,0
179.36,0
179.37,0
179.38,0
179.39,0
179.4,0
179.41,0
179.42,0
179.43,0
179.44,0
179.45,0
179.46,0
179.47,0
179.48,0
179.49,0
179.5,0
179.51,0
179.52,0
179.53,0
179.54,0
179.55,0
179.56,0
179.57,0
179.58,0
179.59,0
179.6,0
179.61,0
179.62,0
179.63,0
179.64,0
179.65,0
179.66,0
179.67,0
179.68,0
179.69,0
179.7,0
179.71,0
179.72,0
179.73,0
179.74,0
179.75,0
179.76,0
179.77,0
179.78,0
179.79,0
179.8,0
179.81,0
179.82,0
179.83,0
179.84,0
179.85,0
179.86,0
179.87,0
179.88,0
179.89,0
179.9,0
179.91,0
179.92,0
179.93,0
179.94,0
179.95,0
179.96,0
179.97,0
179.98,0
179.99,0
180.0,0
180.01,0
180.02,0
180.03,0
180.04,0
180.05,0
180.06,0
180.07,0
180.08,0
180.09,0
180.1,0
180.11,0
180.12,0
180.13,0
180.14,0
180.15,0
180.16,0
180.17,0
180.18,0
180.19,0
180.2,0
180.21,0
180.22,0
180.23,0
180.24,0
180.25,0
180.26,0
180.27,0
180.28,0
180.29,0
180.3,0
180.31,0
180.32,0
180.33,0
180.34,0
180.35,0
180.36,0
180.37,0
180.38,0
180.39,0
180.4,0
180.41,0
180.42,0
180.43,0
180.44,0
180.45,0
180.46,0
180.47,0
180.48,0
180.49,0
180.5,0
180.51,0
180.52,0
180.53,0
180.54,0
180.55,0
180.56,0
180.57,0
180.58,0
180.59,0
180.6,0
180.61,0
180.62,0
180.63,0
180.64,0
180.65,0
180.66,0
180.67,0
180.68,0
180.69,0
180.7,0
180.71,0
180.72,0
180.73,0
180.74,0
180.75,0
180.76,0
180.77,0
180.78,0
180.79,0
180.8,0
180.81,0
180.82,0
180.83,0
180.84,0
180.85,0
180.86,0
180.87,0
180.88,0
180.89,0
180.9,0
180.91,0
180.92,0
180.93,0
180.94,0
180.95,0
180.96,0
180.97,0
180.98,0
180.99,0
181.0,0
181.01,0
181.02,0
181.03,0
181.04,0
181.05,0
181.06,0
181.07,0
181.08,0
181.09,0
181.1,0
181.11,0
181.12,0
181.13,0
181.14,0
181.15,0
181.16,0
181.17,0
181.18,0
181.19,0
181.2,0
181.21,0
181.22,0
181.23,0
181.24,0
181.25,0
181.26,0
181.27,0
181.28,0
181.29,0
181.3,0
181.31,0
181.32,0
181.33,0
181.34,0
181.35,0
181.36,0
181.37,0
181.38,0
181.39,0
181.4,0
181.41,0
181.42,0
181.43,0
181.44,0
181.45,0
181.46,0
181.47,0
181.48,0
181.49,0
181.5,0
181.51,0
181.52,0
181.53,0
181.54,0
181.55,0
181.56,0
181.57,0
181.58,0
181.59,0
181.6,0
181.61,0
181.62,0
181.63,0
181.64,0
181.65,0
181.66,0
181.67,0
181.68,0
181.69,0
181.7,0
181.71,0
181.72,0
181.73,0
181.74,0
181.75,0
181.76,0
181.77,0
181.78,0
181.79,0
181.8,0
181.81,0
181.82,0
181.83,0
181.84,0
181.85,0
181.86,0
181.87,0
181.88,0
181.89,0
181.9,0
181.91,0
181.92,0
181.93,0
181.94,0
181.95,0
181.96,0
181.97,0
181.98,0
181.99,0
182.0,0
182.01,0
182.02,0
182.03,0
182.04,0
182.05,0
182.06,0
182.07,0
182.08,0
182.09,0
182.1,0
182.11,0
182.12,0
182.13,0
182.14,0
182.15,0
182.16,0
182.17,0
182.18,0
182.19,0
182.2,0
182.21,0
182.22,0
182.23,0
182.24,0
182.25,0
182.26,0
182.27,0
182.28,0
182.29,0
182.3,0
182.31,0
182.32,0
182.33,0
182.34,0
182.35,0
182.36,0
182.37,0
182.38,0
182.39,0
182.4,0
182.41,0
182.42,0
182.43,0
182.44,0
182.45,0
182.46,0
182.47,0
182.48,0
182.49,0
182.5,0
182.51,0
182.52,0
182.53,0
182.54,0
182.55,0
182.56,0
182.57,0
182.58,0
182.59,0
182.6,0
182.61,0
182.62,0
182.63,0
182.64,0
182.65,0
182.66,0
182.67,0
182.68,0
182.69,0
182.7,0
182.71,0
182.72,0
182.73,0
182.74,0
182.75,0
182.76,0
182.77,0
182.78,0
182.79,0
182.8,0
182.81,0
182.82,0
182.83,0
182.84,0
182.85,0
182.86,0
182.87,0
182.88,0
182.89,0
182.9,0
182.91,0
182.92,0
182.93,0
182.94,0
182.95,0
182.96,0
182.97,0
182.98,0
182.99,0
183.0,0
183.01,0
183.02,0
183.03,0
183.04,0
183.05,0
183.06,0
183.07,0
183.08,0
183.09,0
183.1,0
183.11,0
183.12,0
183.13,0
183.14,0
183.15,0
183.16,0
183.17,0
183.18,0
183.19,0
183.2,0
183.21,0
183.22,0
183.23,0
183.24,0
183.25,0
183.26,0
183.27,0
183.28,0
183.29,0
183.3,0
183.31,0
183.32,0
183.33,0
183.34,0
183.35,0
183.36,0
183.37,0
183.38,0
183.39,0
183.4,0
183.41,0
183.42,0
183.43,0
183.44,0
183.45,0
183.46,0
183.47,0
183.48,0
183.49,0
183.5,0
183.51,0
183.52,0
183.53,0
183.54,0
183.55,0
183.56,0
183.57,0
183.58,0
183.59,0
183.6,0
183.61,0
183.62,0
183.63,0
183.64,0
183.65,0
183.66,0
183.67,0
183.68,0
183.69,0
183.7,0
183.71,0
183.72,0
183.73,0
183.74,0
183.75,0
183.76,0
183.77,0
183.78,0
183.79,0
183.8,0
183.81,0
183.82,0
183.83,0
183.84,0
183.85,0
183.86,0
183.87,0
183.88,0
183.89,0
183.9,0
183.91,0
183.92,0
183.93,0
183.94,0
183.95,0
183.96,0
183.97,0
183.98,0
183.99,0
184.0,0
184.01,0
184.02,0
184.03,0
184.04,0
184.05,0
184.06,0
184.07,0
184.08,0
184.09,0
184.1,0
184.11,0
184.12,0
184.13,0
184.14,0
184.15,0
184.16,0
184.17,0
184.18,0
184.19,0
184.2,0
184.21,0
184.22,0
184.23,0
184.24,0
184.25,0
184.26,0
184.27,0
184.28,0
184.29,0
184.3,0
184.31,0
184.32,0
184.33,0
184.34,0
184.35,0
184.36,0
184.37,0
184.38,0
184.39,0
184.4,0
184.41,0
184.42,0
184.43,0
184.44,0
184.45,0
184.46,0
184.47,0
184.48,0
184.49,0
184.5,0
184.51,0
184.52,0
184.53,0
184.54,0
184.55,0
184.56,0
184.57,0
184.58,0
184.59,0
184.6,0
184.61,0
184.62,0
184.63,0
184.64,0
184.65,0
184.66,0
184.67,0
184.68,0
184.69,0
184.7,0
184.71,0
184.72,0
184.73,0
184.74,0
184.75,0
184.76,0
184.77,0
184.78,0
184.79,0
184.8,0
184.81,0
184.82,0
184.83,0
184.84,0
184.85,0
184.86,0
184.87,0
184.88,0
184.89,0
184.9,0
184.91,0
184.92,0
184.93,0
184.94,0
184.95,0
184.96,0
184.97,0
184.98,0
184.99,0
185.0,0
185.01,0
185.02,0
185.03,0
185.04,0
185.05,0
185.06,0
185.07,0
185.08,0
185.09,0
185.1,0
185.11,0
185.12,0
185.13,0
185.14,0
185.15,0
185.16,0
185.17,0
185.18,0
185.19,0
185.2,0
185.21,0
185.22,0
185.23,0
185.24,0
185.25,0
185.26,0
185.27,0
185.28,0
185.29,0
185.3,0
185.31,0
185.32,0
185.33,0
185.34,0
185.35,0
185.36,0
185.37,0
185.38,0
185.39,0
185.4,0
185.41,0
185.42,0
185.43,0
185.44,0
185.45,0
185.46,0
185.47,0
185.48,0
185.49,0
185.5,0
185.51,0
185.52,0
185.53,0
185.54,0
185.55,0
185.56,0
185.57,0
185.58,0
185.59,0
185.6,0
185.61,0
185.62,0
185.63,0
185.64,0
185.65,0
185.66,0
185.67,0
185.68,0
185.69,0
185.7,0
185.71,0
185.72,0
185.73,0
185.74,0
185.75,0
185.76,0
185.77,0
185.78,0
185.79,0
185.8,0
185.81,0
185.82,0
185.83,0
185.84,0
185.85,0
185.86,0
185.87,0
185.88,0
185.89,0
185.9,0
185.91,0
185.92,0
185.93,0
185.94,0
185.95,0
185.96,0
185.97,0
185.98,0
185.99,0
186.0,0
186.01,0
186.02,0
186.03,0
186.04,0
186.05,0
186.06,0
186.07,0
186.08,0
186.09,0
186.1,0
186.11,0
186.12,0
186.13,0
186.14,0
186.15,0
186.16,0
186.17,0
186.18,0
186.19,0
186.2,0
186.21,0
186.22,0
186.23,0
186.24,0
186.25,0
186.26,0
186.27,0
186.28,0
186.29,0
186.3,0
186.31,0
186.32,0
186.33,0
186.34,0
186.35,0
186.36,0
186.37,0
186.38,0
186.39,0
186.4,0
186.41,0
186.42,0
186.43,0
186.44,0
186.45,0
186.46,0
186.47,0
186.48,0
186.49,0
186.5,0
186.51,0
186.52,0
186.53,0
186.54,0
186.55,0
186.56,0
186.57,0
186.58,0
186.59,0
186.6,0
186.61,0
186.62,0
186.63,0
186.64,0
186.65,0
186.66,0
186.67,0
186.68,0
186.69,0
186.7,0
186.71,0
186.72,0
186.73,0
186.74,0
186.75,0
186.76,0
186.77,0
186.78,0
186.79,0
186.8,0
186.81,0
186.82,0
186.83,0
186.84,0
186.85,0
186.86,0
186.87,0
186.88,0
186.89,0
186.9,0
186.91,0
186.92,0
186.93,0
186.94,0
186.95,0
186.96,0
186.97,0
186.98,0
186.99,0
187.0,0
187.01,0
187.02,0
187.03,0
187.04,0
187.05,0
187.06,0
187.07,0
187.08,0
187.09,0
187.1,0
187.11,0
187.12,0
187.13,0
187.14,0
187.15,0
187.16,0
187.17,0
187.18,0
187.19,0
187.2,0
187.21,0
187.22,0
187.23,0
187.24,0
187.25,0
187.26,0
187.27,0
187.28,0
187.29,0
187.3,0
187.31,0
187.32,0
187.33,0
187.34,0
187.35,0
187.36,0
187.37,0
187.38,0
187.39,0
187.4,0
187.41,0
187.42,0
187.43,0
187.44,0
187.45,0
187.46,0
187.47,0
187.48,0
187.49,0
187.5,0
187.51,0
187.52,0
187.53,0
187.54,0
187.55,0
187.56,0
187.57,0
187.58,0
187.59,0
187.6,0
187.61,0
187.62,0
187.63,0
187.64,0
187.65,0
187.66,0
187.67,0
187.68,0
187.69,0
187.7,0
187.71,0
187.72,0
187.73,0
187.74,0
187.75,0
187.76,0
187.77,0
187.78,0
187.79,0
187.8,0
187.81,0
187.82,0
187.83,0
187.84,0
187.85,0
187.86,0
187.87,0
187.88,0
187.89,0
187.9,0
187.91,0
187.92,0
187.93,0
187.94,0
187.95,0
187.96,0
187.97,0
187.98,0
187.99,0
188.0,0
188.01,0
188.02,0
188.03,0
188.04,0
188.05,0
188.06,0
188.07,0
188.08,0
188.09,0
188.1,0
188.11,0
188.12,0
188.13,0
188.14,0
188.15,0
188.16,0
188.17,0
188.18,0
188.19,0
188.2,0
188.21,0
188.22,0
188.23,0
188.24,0
188.25,0
188.26,0
188.27,0
188.28,0
188.29,0
188.3,0
188.31,0
188.32,0
188.33,0
188.34,0
188.35,0
188.36,0
188.37,0
188.38,0
188.39,0
188.4,0
188.41,0
188.42,0
188.43,0
188.44,0
188.45,0
188.46,0
188.47,0
188.48,0
188.49,0
188.5,0
188.51,0
188.52,0
188.53,0
188.54,0
188.55,0
188.56,0
188.57,0
188.58,0
188.59,0
188.6,0
188.61,0
188.62,0
188.63,0
188.64,0
188.65,0
188.66,0
188.67,0
188.68,0
188.69,0
188.7,0
188.71,0
188.72,0
188.73,0
188.74,0
188.75,0
188.76,0
188.77,0
188.78,0
188.79,0
188.8,0
188.81,0
188.82,0
188.83,0
188.84,0
188.85,0
188.86,0
188.87,0
188.88,0
188.89,0
188.9,0
188.91,0
188.92,0
188.93,0
188.94,0
188.95,0
188.96,0
188.97,0
188.98,0
188.99,0
189.0,0
189.01,0
189.02,0
189.03,0
189.04,0
189.05,0
189.06,0
189.07,0
189.08,0
189.09,0
189.1,0
189.11,0
189.12,0
189.13,0
189.14,0
189.15,0
189.16,0
189.17,0
189.18,0
189.19,0
189.2,0
189.21,0
189.22,0
189.23,0
189.24,0
189.25,0
189.26,0
189.27,0
189.28,0
189.29,0
189.3,0
189.31,0
189.32,0
189.33,0
189.34,0
189.35,0
189.36,0
189.37,0
189.38,0
189.39,0
189.4,0
189.41,0
189.42,0
189.43,0
189.44,0
189.45,0
189.46,0
189.47,0
189.48,0
189.49,0
189.5,0
189.51,0
189.52,0
189.53,0
189.54,0
189.55,0
189.56,0
189.57,0
189.58,0
189.59,0
189.6,0
189.61,0
189.62,0
189.63,0
189.64,0
189.65,0
189.66,0
189.67,0
189.68,0
189.69,0
189.7,0
189.71,0
189.72,0
189.73,0
189.74,0
189.75,0
189.76,0
189.77,0
189.78,0
189.79,0
189.8,0
189.81,0
189.82,0
189.83,0
189.84,0
189.85,0
189.86,0
189.87,0
189.88,0
189.89,0
189.9,0
189.91,0
189.92,0
189.93,0
189.94,0
189.95,0
189.96,0
189.97,0
189.98,0
189.99,0
190.0,0
190.01,0
190.02,0
190.03,0
190.04,0
190.05,0
190.06,0
190.07,0
190.08,0
190.09,0
190.1,0
190.11,0
190.12,0
190.13,0
190.14,0
190.15,0
190.16,0
190.17,0
190.18,0
190.19,0
190.2,0
190.21,0
190.22,0
190.23,0
190.24,0
190.25,0
190.26,0
190.27,0
190.28,0
190.29,0
190.3,0
190.31,0
190.32,0
190.33,0
190.34,0
190.35,0
190.36,0
190.37,0
190.38,0
190.39,0
190.4,0
190.41,0
190.42,0
190.43,0
190.44,0
190.45,0
190.46,0
190.47,0
190.48,0
190.49,0
190.5,0
190.51,0
190.52,0
190.53,0
190.54,0
190.55,0
190.56,0
190.57,0
190.58,0
190.59,0
190.6,0
190.61,0
190.62,0
190.63,0
190.64,0
190.65,0
190.66,0
190.67,0
190.68,0
190.69,0
190.7,0
190.71,0
190.72,0
190.73,0
190.74,0
190.75,0
190.76,0
190.77,0
190.78,0
190.79,0
190.8,0
190.81,0
190.82,0
190.83,0
190.84,0
190.85,0
190.86,0
190.87,0
190.88,0
190.89,0
190.9,0
190.91,0
190.92,0
190.93,0
190.94,0
190.95,0
190.96,0
190.97,0
190.98,0
190.99,0
191.0,0
191.01,0
191.02,0
191.03,0
191.04,0
191.05,0
191.06,0
191.07,0
191.08,0
191.09,0
191.1,0
191.11,0
191.12,0
191.13,0
191.14,0
191.15,0
191.16,0
191.17,0
191.18,0
191.19,0
191.2,0
191.21,0
191.22,0
191.23,0
191.24,0
191.25,0
191.26,0
191.27,0
191.28,0
191.29,0
191.3,0
191.31,0
191.32,0
191.33,0
191.34,0
191.35,0
191.36,0
191.37,0
191.38,0
191.39,0
191.4,0
191.41,0
191.42,0
191.43,0
191.44,0
191.45,0
191.46,0
191.47,0
191.48,0
191.49,0
191.5,0
191.51,0
191.52,0
191.53,0
191.54,0
191.55,0
191.56,0
191.57,0
191.58,0
191.59,0
191.6,0
191.61,0
191.62,0
191.63,0
191.64,0
191.65,0
191.66,0
191.67,0
191.68,0
191.69,0
191.7,0
191.71,0
191.72,0
191.73,0
191.74,0
191.75,0
191.76,0
191.77,0
191.78,0
191.79,0
191.8,0
191.81,0
191.82,0
191.83,0
191.84,0
191.85,0
191.86,0
191.87,0
191.88,0
191.89,0
191.9,0
191.91,0
191.92,0
191.93,0
191.94,0
191.95,0
191.96,0
191.97,0
191.98,0
191.99,0
192.0,0
192.01,0
192.02,0
192.03,0
192.04,0
192.05,0
192.06,0
192.07,0
192.08,0
192.09,0
192.1,0
192.11,0
192.12,0
192.13,0
192.14,0
192.15,0
192.16,0
192.17,0
192.18,0
192.19,0
192.2,0
192.21,0
192.22,0
192.23,0
192.24,0
192.25,0
192.26,0
192.27,0
192.28,0
192.29,0
192.3,0
192.31,0
192.32,0
192.33,0
192.34,0
192.35,0
192.36,0
192.37,0
192.38,0
192.39,0
192.4,0
192.41,0
192.42,0
192.43,0
192.44,0
192.45,0
192.46,0
192.47,0
192.48,0
192.49,0
192.5,0
192.51,0
192.52,0
192.53,0
192.54,0
192.55,0
192.56,0
192.57,0
192.58,0
192.59,0
192.6,0
192.61,0
192.62,0
192.63,0
192.64,0
192.65,0
192.66,0
192.67,0
192.68,0
192.69,0
192.7,0
192.71,0
192.72,0
192.73,0
192.74,0
192.75,0
192.76,0
192.77,0
192.78,0
192.79,0
192.8,0
192.81,0
192.82,0
192.83,0
192.84,0
192.85,0
192.86,0
192.87,0
192.88,0
192.89,0
192.9,0
192.91,0
192.92,0
192.93,0
192.94,0
192.95,0
192.96,0
192.97,0
192.98,0
192.99,0
193.0,0
193.01,0
193.02,0
193.03,0
193.04,0
193.05,0
193.06,0
193.07,0
193.08,0
193.09,0
193.1,0
193.11,0
193.12,0
193.13,0
193.14,0
193.15,0
193.16,0
193.17,0
193.18,0
193.19,0
193.2,0
193.21,0
193.22,0
193.23,0
193.24,0
193.25,0
193.26,0
193.27,0
193.28,0
193.29,0
193.3,0
193.31,0
193.32,0
193.33,0
193.34,0
193.35,0
193.36,0
193.37,0
193.38,0
193.39,0
193.4,0
193.41,0
193.42,0
193.43,0
193.44,0
193.45,0
193.46,0
193.47,0
193.48,0
193.49,0
193.5,0
193.51,0
193.52,0
193.53,0
193.54,0
193.55,0
193.56,0
193.57,0
193.58,0
193.59,0
193.6,0
193.61,0
193.62,0
193.63,0
193.64,0
193.65,0
193.66,0
193.67,0
193.68,0
193.69,0
193.7,0
193.71,0
193.72,0
193.73,0
193.74,0
193.75,0
193.76,0
193.77,0
193.78,0
193.79,0
193.8,0
193.81,0
193.82,0
193.83,0
193.84,0
193.85,0
193.86,0
193.87,0
193.88,0
193.89,0
193.9,0
193.91,0
193.92,0
193.93,0
193.94,0
193.95,0
193.96,0
193.97,0
193.98,0
193.99,0
194.0,0
194.01,0
194.02,0
194.03,0
194.04,0
194.05,0
194.06,0
194.07,0
194.08,0
194.09,0
194.1,0
194.11,0
194.12,0
194.13,0
194.14,0
194.15,0
194.16,0
194.17,0
194.18,0
194.19,0
194.2,0
194.21,0
194.22,0
194.23,0
194.24,0
194.25,0
194.26,0
194.27,0
194.28,0
194.29,0
194.3,0
194.31,0
194.32,0
